week_start,producto,categoria,unidades_vendidas,ingreso_total
2026-03-30,Maceta Terracota XL,jardin,20,139266.18
2026-03-30,Farolito Solar Colgante,jardin,12,52466.4
2026-03-30,Cojín Exterior Rayas,jardin,19,100727.0
2026-03-30,Regadera Cobre Vintage,jardin,26,219909.46
2026-04-06,Set de Bowls Mediterráneo,cocina,10,40697.66
2026-04-06,Tabla de Madera Olivia,cocina,5,26914.32
2026-04-06,Porta Utensilios Cobre,cocina,7,19173.59
2026-04-06,Delantal Lino Natural,cocina,8,23632.22
2026-04-06,Jabonera Mármol Blanco,baño,22,65930.73
2026-04-06,Set Toallas Waffle,baño,8,49477.38
2026-04-06,Porta Cepillo Cerámica,baño,12,22430.46
2026-04-06,Espejo Redondo Nordico,baño,6,67257.22
2026-04-06,Marco Madera Natural 30x40,deco,19,89246.95
2026-04-06,Jarrón Minimalista Blanco,deco,6,34885.27
2026-04-06,Caja Ratan Organizadora,deco,7,33811.61
2026-04-06,Estante Flotante Roble,deco,15,134719.66
2026-04-06,Sillón Boho Arena,sillones,21,1075350.53
2026-04-06,Sillón Terciopelo Verde,sillones,20,1094945.28
2026-04-06,Puff Redondo Boucle,sillones,8,168461.57
2026-04-06,Sillón Acapulco Negro,sillones,21,785297.52
2026-04-06,Difusor Bambú 200ml,aromas,11,40798.14
2026-04-06,Vela Soja Lavanda Grande,aromas,17,45695.73
2026-04-06,Set Sales de Baño Botánico,aromas,20,86753.38
2026-04-06,Incienso Palo Santo 10u,aromas,20,31652.64
2026-04-06,Mantel Lino 180cm,mesa,12,65298.82
2026-04-06,Set Servilletas Bordadas,mesa,19,43807.74
2026-04-06,Porta Velas Mesa Hierro,mesa,13,47805.24
2026-04-06,Camino Mesa Ratan,mesa,16,70128.67
2026-04-06,Maceta Terracota XL,jardin,8,51777.48
2026-04-06,Farolito Solar Colgante,jardin,7,29750.62
2026-04-06,Cojín Exterior Rayas,jardin,13,67081.91
2026-04-06,Regadera Cobre Vintage,jardin,15,119569.34
2026-04-13,Set de Bowls Mediterráneo,cocina,6,23615.42
2026-04-13,Tabla de Madera Olivia,cocina,5,26830.8
2026-04-13,Porta Utensilios Cobre,cocina,13,37692.16
2026-04-13,Delantal Lino Natural,cocina,8,23554.05
2026-04-13,Jabonera Mármol Blanco,baño,19,55596.13
2026-04-13,Set Toallas Waffle,baño,6,36638.78
2026-04-13,Porta Cepillo Cerámica,baño,7,12590.31
2026-04-13,Espejo Redondo Nordico,baño,19,238393.15
2026-04-13,Marco Madera Natural 30x40,deco,11,48340.51
2026-04-13,Jarrón Minimalista Blanco,deco,13,80325.32
2026-04-13,Caja Ratan Organizadora,deco,16,83378.23
2026-04-13,Estante Flotante Roble,deco,20,188739.81
2026-04-13,Sillón Boho Arena,sillones,6,270199.3
2026-04-13,Sillón Terciopelo Verde,sillones,13,676227.14
2026-04-13,Puff Redondo Boucle,sillones,10,213530.24
2026-04-13,Sillón Acapulco Negro,sillones,21,783404.16
2026-04-13,Difusor Bambú 200ml,aromas,20,80578.24
2026-04-13,Vela Soja Lavanda Grande,aromas,6,14646.53
2026-04-13,Set Sales de Baño Botánico,aromas,9,35473.59
2026-04-13,Incienso Palo Santo 10u,aromas,12,17739.36
2026-04-13,Mantel Lino 180cm,mesa,4,20274.14
2026-04-13,Set Servilletas Bordadas,mesa,10,21275.94
2026-04-13,Porta Velas Mesa Hierro,mesa,21,82659.12
2026-04-13,Camino Mesa Ratan,mesa,7,28503.98
2026-04-13,Maceta Terracota XL,jardin,17,119559.99
2026-04-13,Farolito Solar Colgante,jardin,5,20877.48
2026-04-13,Cojín Exterior Rayas,jardin,4,19158.3
2026-04-13,Regadera Cobre Vintage,jardin,18,147444.34
2026-04-20,Set de Bowls Mediterráneo,cocina,4,15488.26
2026-04-20,Tabla de Madera Olivia,cocina,16,95073.23
2026-04-20,Porta Utensilios Cobre,cocina,22,68715.15
2026-04-20,Delantal Lino Natural,cocina,11,33243.41
2026-04-20,Jabonera Mármol Blanco,baño,9,24157.73
2026-04-20,Set Toallas Waffle,baño,8,49393.34
2026-04-20,Porta Cepillo Cerámica,baño,15,28871.64
2026-04-20,Espejo Redondo Nordico,baño,22,283329.02
2026-04-20,Marco Madera Natural 30x40,deco,17,78908.83
2026-04-20,Jarrón Minimalista Blanco,deco,13,80157.67
2026-04-20,Caja Ratan Organizadora,deco,18,95708.48
2026-04-20,Estante Flotante Roble,deco,17,155981.83
2026-04-20,Sillón Boho Arena,sillones,11,518876.16
2026-04-20,Sillón Terciopelo Verde,sillones,21,1165329.98
2026-04-20,Puff Redondo Boucle,sillones,10,213769.6
2026-04-20,Sillón Acapulco Negro,sillones,21,782675.04
2026-04-20,Difusor Bambú 200ml,aromas,10,36928.1
2026-04-20,Vela Soja Lavanda Grande,aromas,22,61473.07
2026-04-20,Set Sales de Baño Botánico,aromas,6,23056.3
2026-04-20,Incienso Palo Santo 10u,aromas,20,31657.44
2026-04-20,Mantel Lino 180cm,mesa,18,102506.98
2026-04-20,Set Servilletas Bordadas,mesa,23,54609.95
2026-04-20,Porta Velas Mesa Hierro,mesa,22,87105.81
2026-04-20,Camino Mesa Ratan,mesa,10,41584.1
2026-04-20,Maceta Terracota XL,jardin,20,144083.84
2026-04-20,Farolito Solar Colgante,jardin,6,25170.48
2026-04-20,Cojín Exterior Rayas,jardin,17,91032.2
2026-04-20,Regadera Cobre Vintage,jardin,11,84744.88
2026-04-27,Set de Bowls Mediterráneo,cocina,21,94227.24
2026-04-27,Tabla de Madera Olivia,cocina,17,101251.95
2026-04-27,Porta Utensilios Cobre,cocina,16,47328.0
2026-04-27,Delantal Lino Natural,cocina,6,17395.02
2026-04-27,Jabonera Mármol Blanco,baño,20,59236.35
2026-04-27,Set Toallas Waffle,baño,8,49653.76
2026-04-27,Porta Cepillo Cerámica,baño,7,12507.75
2026-04-27,Espejo Redondo Nordico,baño,15,182586.24
2026-04-27,Marco Madera Natural 30x40,deco,17,78983.5
2026-04-27,Jarrón Minimalista Blanco,deco,22,146393.21
2026-04-27,Caja Ratan Organizadora,deco,5,23603.21
2026-04-27,Estante Flotante Roble,deco,22,210107.5
2026-04-27,Sillón Boho Arena,sillones,12,566765.57
2026-04-27,Sillón Terciopelo Verde,sillones,15,790358.4
2026-04-27,Puff Redondo Boucle,sillones,14,308344.96
2026-04-27,Sillón Acapulco Negro,sillones,6,196428.96
2026-04-27,Difusor Bambú 200ml,aromas,9,32931.59
2026-04-27,Vela Soja Lavanda Grande,aromas,10,25187.55
2026-04-27,Set Sales de Baño Botánico,aromas,18,76831.11
2026-04-27,Incienso Palo Santo 10u,aromas,15,22804.2
2026-04-27,Mantel Lino 180cm,mesa,21,123062.02
2026-04-27,Set Servilletas Bordadas,mesa,20,46400.64
2026-04-27,Porta Velas Mesa Hierro,mesa,18,69240.56
2026-04-27,Camino Mesa Ratan,mesa,22,101751.76
2026-04-27,Maceta Terracota XL,jardin,9,58970.36
2026-04-27,Farolito Solar Colgante,jardin,21,100555.56
2026-04-27,Cojín Exterior Rayas,jardin,18,97171.78
2026-04-27,Regadera Cobre Vintage,jardin,16,128913.84
2026-05-04,Set de Bowls Mediterráneo,cocina,7,27891.9
2026-05-04,Tabla de Madera Olivia,cocina,11,62240.22
2026-05-04,Porta Utensilios Cobre,cocina,19,57492.66
2026-05-04,Delantal Lino Natural,cocina,14,43774.28
2026-05-04,Jabonera Mármol Blanco,baño,21,62364.69
2026-05-04,Set Toallas Waffle,baño,19,129633.5
2026-05-04,Porta Cepillo Cerámica,baño,14,26804.29
2026-05-04,Espejo Redondo Nordico,baño,11,129562.75
2026-05-04,Marco Madera Natural 30x40,deco,5,20811.24
2026-05-04,Jarrón Minimalista Blanco,deco,11,66641.77
2026-05-04,Caja Ratan Organizadora,deco,9,44030.95
2026-05-04,Estante Flotante Roble,deco,9,77286.89
2026-05-04,Sillón Boho Arena,sillones,17,837529.34
2026-05-04,Sillón Terciopelo Verde,sillones,9,450567.94
2026-05-04,Puff Redondo Boucle,sillones,10,214111.04
2026-05-04,Sillón Acapulco Negro,sillones,21,785462.16
2026-05-04,Difusor Bambú 200ml,aromas,22,89775.7
2026-05-04,Vela Soja Lavanda Grande,aromas,7,17183.13
2026-05-04,Set Sales de Baño Botánico,aromas,6,22968.53
2026-05-04,Incienso Palo Santo 10u,aromas,15,22838.76
2026-05-04,Mantel Lino 180cm,mesa,11,59319.04
2026-05-04,Set Servilletas Bordadas,mesa,21,49272.85
2026-05-04,Porta Velas Mesa Hierro,mesa,6,20767.48
2026-05-04,Camino Mesa Ratan,mesa,6,24046.01
2026-05-04,Maceta Terracota XL,jardin,7,44768.37
2026-05-04,Farolito Solar Colgante,jardin,16,73724.54
2026-05-04,Cojín Exterior Rayas,jardin,11,56147.52
2026-05-04,Regadera Cobre Vintage,jardin,5,36594.06
2026-05-11,Set de Bowls Mediterráneo,cocina,22,99101.59
2026-05-11,Tabla de Madera Olivia,cocina,9,50411.0
2026-05-11,Porta Utensilios Cobre,cocina,7,19097.27
2026-05-11,Delantal Lino Natural,cocina,20,65264.67
2026-05-11,Jabonera Mármol Blanco,baño,4,10322.82
2026-05-11,Set Toallas Waffle,baño,15,98710.56
2026-05-11,Porta Cepillo Cerámica,baño,14,26804.29
2026-05-11,Espejo Redondo Nordico,baño,11,129672.58
2026-05-11,Marco Madera Natural 30x40,deco,6,25243.06
2026-05-11,Jarrón Minimalista Blanco,deco,18,116242.56
2026-05-11,Caja Ratan Organizadora,deco,7,33838.46
2026-05-11,Estante Flotante Roble,deco,21,198867.58
2026-05-11,Sillón Boho Arena,sillones,10,466406.4
2026-05-11,Sillón Terciopelo Verde,sillones,9,450103.68
2026-05-11,Puff Redondo Boucle,sillones,21,492839.42
2026-05-11,Sillón Acapulco Negro,sillones,12,413864.64
2026-05-11,Difusor Bambú 200ml,aromas,21,85259.6
2026-05-11,Vela Soja Lavanda Grande,aromas,5,12006.59
2026-05-11,Set Sales de Baño Botánico,aromas,9,35506.66
2026-05-11,Incienso Palo Santo 10u,aromas,7,9948.12
2026-05-11,Mantel Lino 180cm,mesa,10,53540.96
2026-05-11,Set Servilletas Bordadas,mesa,8,16769.84
2026-05-11,Porta Velas Mesa Hierro,mesa,6,20869.42
2026-05-11,Camino Mesa Ratan,mesa,20,91110.46
2026-05-11,Maceta Terracota XL,jardin,14,96019.48
2026-05-11,Farolito Solar Colgante,jardin,10,43707.6
2026-05-11,Cojín Exterior Rayas,jardin,10,50618.05
2026-05-11,Regadera Cobre Vintage,jardin,12,93710.94
2026-05-18,Set de Bowls Mediterráneo,cocina,19,83418.45
2026-05-18,Tabla de Madera Olivia,cocina,22,137242.48
2026-05-18,Porta Utensilios Cobre,cocina,13,37555.84
2026-05-18,Delantal Lino Natural,cocina,23,76857.98
2026-05-18,Jabonera Mármol Blanco,baño,14,39467.19
2026-05-18,Set Toallas Waffle,baño,17,113899.86
2026-05-18,Porta Cepillo Cerámica,baño,8,14431.24
2026-05-18,Espejo Redondo Nordico,baño,15,182620.8
2026-05-18,Marco Madera Natural 30x40,deco,19,89427.53
2026-05-18,Jarrón Minimalista Blanco,deco,10,60060.64
2026-05-18,Caja Ratan Organizadora,deco,18,95401.5
2026-05-18,Estante Flotante Roble,deco,18,167071.94
2026-05-18,Sillón Boho Arena,sillones,6,269623.3
2026-05-18,Sillón Terciopelo Verde,sillones,8,397516.29
2026-05-18,Puff Redondo Boucle,sillones,9,189915.26
2026-05-18,Sillón Acapulco Negro,sillones,11,375328.8
2026-05-18,Difusor Bambú 200ml,aromas,5,17647.5
2026-05-18,Vela Soja Lavanda Grande,aromas,22,61413.58
2026-05-18,Set Sales de Baño Botánico,aromas,9,35349.02
2026-05-18,Incienso Palo Santo 10u,aromas,17,26314.78
2026-05-18,Mantel Lino 180cm,mesa,14,77267.34
2026-05-18,Set Servilletas Bordadas,mesa,5,10208.35
2026-05-18,Porta Velas Mesa Hierro,mesa,19,73894.86
2026-05-18,Camino Mesa Ratan,mesa,23,106677.5
2026-05-18,Maceta Terracota XL,jardin,9,58921.4
2026-05-18,Farolito Solar Colgante,jardin,4,16565.47
2026-05-18,Cojín Exterior Rayas,jardin,18,97173.27
2026-05-18,Regadera Cobre Vintage,jardin,21,176265.43
2026-05-25,Set de Bowls Mediterráneo,cocina,5,19427.52
2026-05-25,Tabla de Madera Olivia,cocina,23,143800.93
2026-05-25,Porta Utensilios Cobre,cocina,5,13444.4
2026-05-25,Delantal Lino Natural,cocina,18,57847.19
2026-05-25,Jabonera Mármol Blanco,baño,17,49108.73
2026-05-25,Set Toallas Waffle,baño,4,23932.48
2026-05-25,Porta Cepillo Cerámica,baño,21,42428.06
2026-05-25,Espejo Redondo Nordico,baño,7,79550.02
2026-05-25,Marco Madera Natural 30x40,deco,14,63183.46
2026-05-25,Jarrón Minimalista Blanco,deco,18,116217.56
2026-05-25,Caja Ratan Organizadora,deco,23,126468.17
2026-05-25,Estante Flotante Roble,deco,13,114855.85
2026-05-25,Sillón Boho Arena,sillones,13,622921.73
2026-05-25,Sillón Terciopelo Verde,sillones,10,503185.28
2026-05-25,Puff Redondo Boucle,sillones,14,309547.39
2026-05-25,Sillón Acapulco Negro,sillones,21,785144.64
2026-05-25,Difusor Bambú 200ml,aromas,7,25012.51
2026-05-25,Vela Soja Lavanda Grande,aromas,22,61588.38
2026-05-25,Set Sales de Baño Botánico,aromas,14,57848.18
2026-05-25,Incienso Palo Santo 10u,aromas,11,16086.58
2026-05-25,Mantel Lino 180cm,mesa,10,53518.96
2026-05-25,Set Servilletas Bordadas,mesa,9,19069.78
2026-05-25,Porta Velas Mesa Hierro,mesa,22,87517.37
2026-05-25,Camino Mesa Ratan,mesa,6,24249.52
2026-05-25,Maceta Terracota XL,jardin,12,80310.07
2026-05-25,Farolito Solar Colgante,jardin,5,20884.68
2026-05-25,Cojín Exterior Rayas,jardin,13,67462.64
2026-05-25,Regadera Cobre Vintage,jardin,17,137995.94
2026-06-01,Set de Bowls Mediterráneo,cocina,15,63645.12
2026-06-01,Tabla de Madera Olivia,cocina,21,129714.08
2026-06-01,Porta Utensilios Cobre,cocina,5,13394.52
2026-06-01,Delantal Lino Natural,cocina,21,69202.86
2026-06-01,Jabonera Mármol Blanco,baño,5,13031.87
2026-06-01,Set Toallas Waffle,baño,8,49404.99
2026-06-01,Porta Cepillo Cerámica,baño,17,33343.42
2026-06-01,Espejo Redondo Nordico,baño,9,104265.79
2026-06-01,Marco Madera Natural 30x40,deco,21,100830.74
2026-06-01,Jarrón Minimalista Blanco,deco,21,138853.61
2026-06-01,Caja Ratan Organizadora,deco,6,28565.22
2026-06-01,Estante Flotante Roble,deco,5,41445.52
2026-06-01,Sillón Boho Arena,sillones,6,269927.42
2026-06-01,Sillón Terciopelo Verde,sillones,13,674950.85
2026-06-01,Puff Redondo Boucle,sillones,17,385686.75
2026-06-01,Sillón Acapulco Negro,sillones,20,741540.8
2026-06-01,Difusor Bambú 200ml,aromas,14,53595.81
2026-06-01,Vela Soja Lavanda Grande,aromas,18,48721.42
2026-06-01,Set Sales de Baño Botánico,aromas,8,31245.02
2026-06-01,Incienso Palo Santo 10u,aromas,7,9921.91
2026-06-01,Mantel Lino 180cm,mesa,16,89626.24
2026-06-01,Set Servilletas Bordadas,mesa,18,41118.74
2026-06-01,Porta Velas Mesa Hierro,mesa,16,60317.7
2026-06-01,Camino Mesa Ratan,mesa,9,37251.69
2026-06-01,Maceta Terracota XL,jardin,5,31472.03
2026-06-01,Farolito Solar Colgante,jardin,17,79086.31
2026-06-01,Cojín Exterior Rayas,jardin,23,129022.57
2026-06-01,Regadera Cobre Vintage,jardin,16,129528.65
2026-06-08,Set de Bowls Mediterráneo,cocina,20,88924.42
2026-06-08,Tabla de Madera Olivia,cocina,8,44320.54
2026-06-08,Porta Utensilios Cobre,cocina,5,13452.75
2026-06-08,Delantal Lino Natural,cocina,14,43419.44
2026-06-08,Jabonera Mármol Blanco,baño,6,15669.7
2026-06-08,Set Toallas Waffle,baño,22,153151.86
2026-06-08,Porta Cepillo Cerámica,baño,19,37947.74
2026-06-08,Espejo Redondo Nordico,baño,5,55696.32
2026-06-08,Marco Madera Natural 30x40,deco,10,43500.24
2026-06-08,Jarrón Minimalista Blanco,deco,8,47420.77
2026-06-08,Caja Ratan Organizadora,deco,20,108044.93
2026-06-08,Estante Flotante Roble,deco,12,105843.07
2026-06-08,Sillón Boho Arena,sillones,19,954024.96
2026-06-08,Sillón Terciopelo Verde,sillones,16,850956.29
2026-06-08,Puff Redondo Boucle,sillones,20,463210.88
2026-06-08,Sillón Acapulco Negro,sillones,12,413790.72
2026-06-08,Difusor Bambú 200ml,aromas,21,85050.2
2026-06-08,Vela Soja Lavanda Grande,aromas,19,51778.31
2026-06-08,Set Sales de Baño Botánico,aromas,10,39678.16
2026-06-08,Incienso Palo Santo 10u,aromas,5,6969.48
2026-06-08,Mantel Lino 180cm,mesa,19,109790.21
2026-06-08,Set Servilletas Bordadas,mesa,10,21266.08
2026-06-08,Porta Velas Mesa Hierro,mesa,14,52071.02
2026-06-08,Camino Mesa Ratan,mesa,21,95918.83
2026-06-08,Maceta Terracota XL,jardin,5,31495.97
2026-06-08,Farolito Solar Colgante,jardin,16,73710.72
2026-06-08,Cojín Exterior Rayas,jardin,6,29162.76
2026-06-08,Regadera Cobre Vintage,jardin,13,102197.18
2026-06-15,Set de Bowls Mediterráneo,cocina,5,19507.49
2026-06-15,Tabla de Madera Olivia,cocina,5,26940.77
2026-06-15,Porta Utensilios Cobre,cocina,16,47605.66
2026-06-15,Delantal Lino Natural,cocina,9,26864.8
2026-06-15,Jabonera Mármol Blanco,baño,7,18487.03
2026-06-15,Set Toallas Waffle,baño,18,121253.18
2026-06-15,Porta Cepillo Cerámica,baño,17,33377.01
2026-06-15,Espejo Redondo Nordico,baño,17,210374.59
2026-06-15,Marco Madera Natural 30x40,deco,10,43595.28
2026-06-15,Jarrón Minimalista Blanco,deco,8,47131.11
2026-06-15,Caja Ratan Organizadora,deco,16,83238.53
2026-06-15,Estante Flotante Roble,deco,11,95970.2
2026-06-15,Sillón Boho Arena,sillones,15,726981.12
2026-06-15,Sillón Terciopelo Verde,sillones,18,975326.98
2026-06-15,Puff Redondo Boucle,sillones,22,520598.14
2026-06-15,Sillón Acapulco Negro,sillones,18,653808.96
2026-06-15,Difusor Bambú 200ml,aromas,5,17566.64
2026-06-15,Vela Soja Lavanda Grande,aromas,21,58126.72
2026-06-15,Set Sales de Baño Botánico,aromas,18,76722.48
2026-06-15,Incienso Palo Santo 10u,aromas,11,16094.23
2026-06-15,Mantel Lino 180cm,mesa,13,70928.0
2026-06-15,Set Servilletas Bordadas,mesa,21,49320.16
2026-06-15,Porta Velas Mesa Hierro,mesa,21,82894.09
2026-06-15,Camino Mesa Ratan,mesa,10,41895.76
2026-06-15,Maceta Terracota XL,jardin,12,80465.43
2026-06-15,Farolito Solar Colgante,jardin,5,20801.88
2026-06-15,Cojín Exterior Rayas,jardin,10,50361.79
2026-06-15,Regadera Cobre Vintage,jardin,18,148070.02
2026-06-22,Set de Bowls Mediterráneo,cocina,6,23636.79
2026-06-22,Tabla de Madera Olivia,cocina,13,74968.11
2026-06-22,Porta Utensilios Cobre,cocina,12,34450.89
2026-06-22,Delantal Lino Natural,cocina,16,50514.23
2026-06-22,Jabonera Mármol Blanco,baño,18,52291.01
2026-06-22,Set Toallas Waffle,baño,15,99049.08
2026-06-22,Porta Cepillo Cerámica,baño,8,14521.47
2026-06-22,Espejo Redondo Nordico,baño,5,55397.76
2026-06-22,Marco Madera Natural 30x40,deco,15,68447.16
2026-06-22,Jarrón Minimalista Blanco,deco,18,115906.87
2026-06-22,Caja Ratan Organizadora,deco,8,38976.73
2026-06-22,Estante Flotante Roble,deco,6,49773.93
2026-06-22,Sillón Boho Arena,sillones,20,1017584.64
2026-06-22,Sillón Terciopelo Verde,sillones,20,1101584.64
2026-06-22,Puff Redondo Boucle,sillones,12,260578.56
2026-06-22,Sillón Acapulco Negro,sillones,9,302158.08
2026-06-22,Difusor Bambú 200ml,aromas,21,84651.84
2026-06-22,Vela Soja Lavanda Grande,aromas,10,25182.98
2026-06-22,Set Sales de Baño Botánico,aromas,9,35399.79
2026-06-22,Incienso Palo Santo 10u,aromas,21,33438.89
2026-06-22,Mantel Lino 180cm,mesa,10,53517.2
2026-06-22,Set Servilletas Bordadas,mesa,10,21412.51
2026-06-22,Porta Velas Mesa Hierro,mesa,6,20862.32
2026-06-22,Camino Mesa Ratan,mesa,15,65455.63
2026-06-22,Maceta Terracota XL,jardin,22,160522.0
2026-06-22,Farolito Solar Colgante,jardin,7,29832.77
2026-06-22,Cojín Exterior Rayas,jardin,11,56093.52
2026-06-22,Regadera Cobre Vintage,jardin,8,60495.04
2026-06-29,Set de Bowls Mediterráneo,cocina,10,40682.88
2026-06-29,Tabla de Madera Olivia,cocina,12,68491.97
2026-06-29,Porta Utensilios Cobre,cocina,5,13425.84
2026-06-29,Delantal Lino Natural,cocina,23,76915.02
2026-06-29,Jabonera Mármol Blanco,baño,7,18573.27
2026-06-29,Set Toallas Waffle,baño,16,105827.07
2026-06-29,Porta Cepillo Cerámica,baño,13,24646.25
2026-06-29,Espejo Redondo Nordico,baño,15,182341.44
2026-06-29,Marco Madera Natural 30x40,deco,22,106056.72
2026-06-29,Jarrón Minimalista Blanco,deco,7,40918.91
2026-06-29,Caja Ratan Organizadora,deco,18,95361.84
2026-06-29,Estante Flotante Roble,deco,4,32824.34
2026-06-29,Sillón Boho Arena,sillones,6,268425.22
2026-06-29,Sillón Terciopelo Verde,sillones,20,1102899.2
2026-06-29,Puff Redondo Boucle,sillones,8,168213.76
2026-06-29,Sillón Acapulco Negro,sillones,9,301724.64
2026-06-29,Difusor Bambú 200ml,aromas,14,53320.02
2026-06-29,Vela Soja Lavanda Grande,aromas,5,12016.37
2026-06-29,Set Sales de Baño Botánico,aromas,16,67306.65
2026-06-29,Incienso Palo Santo 10u,aromas,15,22753.8
2026-06-29,Mantel Lino 180cm,mesa,9,47778.98
2026-06-29,Set Servilletas Bordadas,mesa,14,31012.89
2026-06-29,Porta Velas Mesa Hierro,mesa,9,32050.58
2026-06-29,Camino Mesa Ratan,mesa,17,75034.52
2026-06-29,Maceta Terracota XL,jardin,6,38118.3
2026-06-29,Farolito Solar Colgante,jardin,9,38983.03
2026-06-29,Cojín Exterior Rayas,jardin,5,24113.86
2026-06-29,Regadera Cobre Vintage,jardin,5,36600.38
2026-07-06,Set de Bowls Mediterráneo,cocina,10,40852.9
2026-07-06,Tabla de Madera Olivia,cocina,9,50087.78
2026-07-06,Porta Utensilios Cobre,cocina,5,13463.19
2026-07-06,Delantal Lino Natural,cocina,5,14374.08
2026-07-06,Jabonera Mármol Blanco,baño,10,27095.04
2026-07-06,Set Toallas Waffle,baño,5,30093.96
2026-07-06,Porta Cepillo Cerámica,baño,16,31020.16
2026-07-06,Espejo Redondo Nordico,baño,14,168819.84
2026-07-06,Marco Madera Natural 30x40,deco,5,20825.64
2026-07-06,Jarrón Minimalista Blanco,deco,7,40977.93
2026-07-06,Caja Ratan Organizadora,deco,10,49603.01
2026-07-06,Estante Flotante Roble,deco,22,210257.87
2026-07-06,Sillón Boho Arena,sillones,7,318028.03
2026-07-06,Sillón Terciopelo Verde,sillones,15,791893.44
2026-07-06,Puff Redondo Boucle,sillones,14,308867.33
2026-07-06,Sillón Acapulco Negro,sillones,5,162005.2
2026-07-06,Difusor Bambú 200ml,aromas,6,21383.48
2026-07-06,Vela Soja Lavanda Grande,aromas,14,36553.75
2026-07-06,Set Sales de Baño Botánico,aromas,18,76943.29
2026-07-06,Incienso Palo Santo 10u,aromas,20,31590.72
2026-07-06,Mantel Lino 180cm,mesa,15,83743.44
2026-07-06,Set Servilletas Bordadas,mesa,13,28501.62
2026-07-06,Porta Velas Mesa Hierro,mesa,4,13648.92
2026-07-06,Camino Mesa Ratan,mesa,10,41584.1
2026-07-06,Maceta Terracota XL,jardin,10,66093.82
2026-07-06,Farolito Solar Colgante,jardin,16,73848.96
2026-07-06,Cojín Exterior Rayas,jardin,12,61571.33
2026-07-06,Regadera Cobre Vintage,jardin,14,110920.3
2026-07-13,Set de Bowls Mediterráneo,cocina,19,83272.9
2026-07-13,Tabla de Madera Olivia,cocina,15,88180.42
2026-07-13,Porta Utensilios Cobre,cocina,16,47466.83
2026-07-13,Delantal Lino Natural,cocina,17,54242.21
2026-07-13,Jabonera Mármol Blanco,baño,12,33234.97
2026-07-13,Set Toallas Waffle,baño,18,121314.96
2026-07-13,Porta Cepillo Cerámica,baño,22,44965.43
2026-07-13,Espejo Redondo Nordico,baño,11,129493.06
2026-07-13,Marco Madera Natural 30x40,deco,19,89727.12
2026-07-13,Jarrón Minimalista Blanco,deco,11,66918.93
2026-07-13,Caja Ratan Organizadora,deco,16,83366.48
2026-07-13,Estante Flotante Roble,deco,9,77279.2
2026-07-13,Sillón Boho Arena,sillones,5,222647.04
2026-07-13,Sillón Terciopelo Verde,sillones,5,240356.48
2026-07-13,Puff Redondo Boucle,sillones,14,309236.93
2026-07-13,Sillón Acapulco Negro,sillones,9,301830.48
2026-07-13,Difusor Bambú 200ml,aromas,18,71260.76
2026-07-13,Vela Soja Lavanda Grande,aromas,18,48789.56
2026-07-13,Set Sales de Baño Botánico,aromas,11,44236.97
2026-07-13,Incienso Palo Santo 10u,aromas,5,6961.32
2026-07-13,Mantel Lino 180cm,mesa,19,109196.65
2026-07-13,Set Servilletas Bordadas,mesa,19,43717.45
2026-07-13,Porta Velas Mesa Hierro,mesa,9,31983.98
2026-07-13,Camino Mesa Ratan,mesa,21,96307.48
2026-07-13,Maceta Terracota XL,jardin,18,127574.09
2026-07-13,Farolito Solar Colgante,jardin,19,89441.21
2026-07-13,Cojín Exterior Rayas,jardin,12,61677.16
2026-07-13,Regadera Cobre Vintage,jardin,5,36520.12
2026-07-20,Set de Bowls Mediterráneo,cocina,16,68439.71
2026-07-20,Tabla de Madera Olivia,cocina,20,122451.46
2026-07-20,Porta Utensilios Cobre,cocina,19,57847.07
2026-07-20,Delantal Lino Natural,cocina,15,47180.02
2026-07-20,Jabonera Mármol Blanco,baño,13,36201.98
2026-07-20,Set Toallas Waffle,baño,20,137554.56
2026-07-20,Porta Cepillo Cerámica,baño,9,16439.26
2026-07-20,Espejo Redondo Nordico,baño,16,195962.88
2026-07-20,Marco Madera Natural 30x40,deco,10,43595.28
2026-07-20,Jarrón Minimalista Blanco,deco,13,80015.81
2026-07-20,Caja Ratan Organizadora,deco,14,71799.84
2026-07-20,Estante Flotante Roble,deco,14,124946.89
2026-07-20,Sillón Boho Arena,sillones,10,464640.0
2026-07-20,Sillón Terciopelo Verde,sillones,6,291822.34
2026-07-20,Puff Redondo Boucle,sillones,10,213829.44
2026-07-20,Sillón Acapulco Negro,sillones,13,453689.6
2026-07-20,Difusor Bambú 200ml,aromas,13,49105.18
2026-07-20,Vela Soja Lavanda Grande,aromas,13,33630.19
2026-07-20,Set Sales de Baño Botánico,aromas,7,27162.6
2026-07-20,Incienso Palo Santo 10u,aromas,23,37181.06
2026-07-20,Mantel Lino 180cm,mesa,17,96355.86
2026-07-20,Set Servilletas Bordadas,mesa,7,14487.83
2026-07-20,Porta Velas Mesa Hierro,mesa,22,87677.57
2026-07-20,Camino Mesa Ratan,mesa,8,32758.71
2026-07-20,Maceta Terracota XL,jardin,7,45063.11
2026-07-20,Farolito Solar Colgante,jardin,5,20931.12
2026-07-20,Cojín Exterior Rayas,jardin,20,109792.38
2026-07-20,Regadera Cobre Vintage,jardin,14,110771.65
2026-07-27,Set de Bowls Mediterráneo,cocina,13,54505.65
2026-07-27,Tabla de Madera Olivia,cocina,4,21412.3
